County,Station Name,Latitude,Longitude,Elevation,Year,Month,Max Temp,Number Missing,Number Estimated,Min Temp,Number Missing.1,Number Estimated.1,Avg Temp,Number Missing.2,Number Estimated.2,Avg Bare Soil Temp,Number Missing.3,Number Estimated.3,Avg Turf Soil Temp,Number Missing.4,Number Estimated.4,Avg Wind Speed,Number Missing.5,Number Estimated.5,Max Wind Speed,Number Missing.6,Number Estimated.6,Total Solar Rad,Number Missing.7,Number Estimated.7,Avg Penman PET,Number Missing.8,Number Estimated.8,Total Penman PET,Number Missing.9,Number Estimated.9,Total Rainfall,Number Missing.10,Number Estimated.10,Avg Dew Point,Number Missing.11,Number Estimated.11,Avg Wind Chill,Number Missing.12,Number Estimated.12
Towner,Cando,48.48294,-99.23359,1482,1999,9,63.597,0,0,41.256,0,0,52.426,0,0,52.635,0,0,53.525,0,0,6.885,0,0,19.691,0,0,302.303,0,0,0.123,0,0,3.687,0,0,0.97,0,0,43.873,0,0,50.952,0,0
Towner,Cando,48.48294,-99.23359,1482,1999,10,54.09,0,0,28.214,0,0,41.152,0,0,41.649,0,0,42.818,0,0,6.989,0,0,21.517,0,0,221.84,0,0,0.104,0,0,3.236,0,0,0.04,0,0,29.124,0,0,37.834,0,0
Towner,Cando,48.48294,-99.23359,1482,1999,11,45.969,0,0,21.398,0,0,33.684,0,0,35.885,0,0,36.475,0,0,8.11,0,2,20.084,0,2,150.478,0,0,0.063,0,0,1.903,0,0,,30,0,23.764,0,0,26.437,0,2
Towner,Cando,48.48294,-99.23359,1482,1999,12,31.232,0,0,9.579,0,0,20.406,0,0,31.024,0,0,31.064,0,0,9.947,0,0,24.291,0,0,112.753,0,0,0.038,0,0,1.183,0,0,,31,0,14.789,0,0,11.007,0,0
Towner,Cando,48.48294,-99.23359,1482,2000,1,17.749,0,0,-1.588,0,0,8.081,0,0,30.659,0,0,30.346,0,0,9.76,0,0,21.263,0,0,135.899,0,0,0.025,0,0,0.765,0,0,,31,0,3.371,0,0,-4.901,0,0
Towner,Cando,48.48294,-99.23359,1482,2000,2,31.958,0,0,8.907,0,0,20.433,0,0,30.999,0,0,30.544,0,0,9.446,0,0,20.83,0,0,227.497,0,0,0.051,0,0,1.479,0,0,,29,0,13.1,0,0,9.812,0,0
Towner,Cando,48.48294,-99.23359,1482,2000,3,44.064,0,0,22.794,0,0,33.429,0,0,31.463,0,0,31.371,0,0,10.12,0,0,23.98,0,0,330.193,0,0,0.096,0,0,2.965,0,0,,31,0,25.184,0,0,25.208,0,0
Towner,Cando,48.48294,-99.23359,1482,2000,4,53.01,0,0,26.928,0,0,39.969,0,0,38.972,0,0,39.205,0,0,10.531,0,0,25.988,0,0,466.946,0,0,0.194,0,0,5.832,0,0,0.32,0,0,26.163,0,0,34.338,0,0
Towner,Cando,48.48294,-99.23359,1482,2000,5,67.725,0,0,40.822,0,0,54.274,0,0,53.196,0,0,52.337,0,0,10.25,0,0,26.709,0,0,506.519,0,0,0.251,0,0,7.791,0,0,1.59,0,0,40.213,0,0,53.183,0,0
Towner,Cando,48.48294,-99.23359,1482,2000,6,69.872,0,0,47.606,0,0,58.739,0,0,60.669,0,0,58.119,0,0,9.048,0,0,24.901,0,0,529.284,0,0,0.214,0,0,6.416,0,0,3.71,0,0,49.926,0,1,58.62,0,1
Towner,Cando,48.48294,-99.23359,1482,2000,7,79.374,0,0,56.534,0,0,67.954,0,0,71.717,0,0,65.248,0,0,6.392,0,0,18.162,0,0,567.641,0,0,0.222,0,0,6.87,0,0,7.01,0,0,60.655,0,0,68.19,0,0
Towner,Cando,48.48294,-99.23359,1482,2000,8,78.992,0,0,54.571,0,0,66.782,0,0,67.208,0,0,64.275,0,0,7.846,0,0,23.471,0,0,484.96,0,0,0.222,0,0,6.896,0,0,3.21,0,0,57.216,0,0,66.549,0,0
Towner,Cando,48.48294,-99.23359,1482,2000,9,66.777,0,0,43.214,0,0,54.996,0,0,54.553,0,0,54.552,0,0,8.775,0,0,23.599,0,0,329.407,0,0,0.151,0,0,4.529,0,0,0.9,0,0,45.158,0,0,52.82,0,0
Towner,Cando,48.48294,-99.23359,1482,2000,10,57.093,0,0,31.954,0,0,44.524,0,0,44.36,0,0,44.868,0,0,8.716,0,0,22.026,0,0,236.014,0,0,0.102,0,0,3.166,0,0,0.67,0,0,34.897,0,0,40.181,0,0
Towner,Cando,48.48294,-99.23359,1482,2000,11,28.393,0,0,13.609,0,0,21.001,0,0,36.204,0,0,35.432,0,0,9.486,0,10,20.533,0,9,135.516,0,0,0.016,0,0,0.485,0,0,,30,0,18.304,0,0,10.835,0,10
Towner,Cando,48.48294,-99.23359,1482,2000,12,7.694,0,0,-11.639,0,0,-1.972,0,0,31.536,0,0,30.759,0,0,10.726,0,0,22.846,0,0,116.25,0,0,0.018,0,0,0.56,0,0,,31,0,-7.339,0,0,-17.749,0,0
Towner,Cando,48.48294,-99.23359,1482,2001,1,22.998,0,0,0.836,0,0,11.917,0,0,30.602,0,0,30.23,0,0,9.118,0,1,21.878,0,1,145.098,0,0,0.024,0,0,0.732,0,0,,31,0,8.684,0,0,1.033,0,1
Towner,Cando,48.48294,-99.23359,1482,2001,2,11.174,0,0,-9.467,0,0,0.853,0,0,29.269,0,0,28.176,0,0,10.107,0,0,21.359,0,0,267.592,0,0,0.026,0,0,0.715,0,0,,28,0,-3.326,0,0,-13.397,0,0
Towner,Cando,48.48294,-99.23359,1482,2001,3,31.263,0,0,10.758,0,0,21.011,0,0,30.603,0,0,29.407,0,0,9,0,0,20.51,0,0,376.557,0,0,0.055,0,0,1.718,0,0,,31,0,17.902,0,0,12.213,0,0
Towner,Cando,48.48294,-99.23359,1482,2001,4,51.32,0,0,32.806,0,0,42.064,0,0,36.542,0,0,34.921,0,0,10.051,0,0,22.858,0,0,406.345,0,0,0.138,0,0,4.127,0,0,1.85,0,0,34.715,0,0,36.468,0,0
Towner,Cando,48.48294,-99.23359,1482,2001,5,67.581,0,0,44.637,0,0,56.109,0,0,54.137,0,0,52.615,0,0,10.664,0,0,26.917,0,0,536.211,0,0,0.238,0,0,7.384,0,0,1.41,0,0,44.684,0,0,54.394,0,0
Towner,Cando,48.48294,-99.23359,1482,2001,6,72.225,0,0,52.044,0,0,62.134,0,0,62.954,0,1,59.625,0,1,8.721,0,1,23.503,0,0,495.937,0,1,0.211,0,0,6.316,0,0,4.33,0,1,53.687,0,1,61.924,0,1
Towner,Cando,48.48294,-99.23359,1482,2001,7,80.091,0,0,58.18,0,0,69.136,0,0,72.609,0,0,66.334,0,7,6.615,0,0,19.516,0,0,536.539,0,0,0.226,0,0,6.996,0,0,3.72,0,0,60.924,0,0,69.529,0,0
Towner,Cando,48.48294,-99.23359,1482,2001,8,82.268,0,0,55.442,0,0,68.855,0,0,70.356,0,0,67.035,0,7,7.365,0,0,22.361,0,0,518.772,0,0,0.244,0,0,7.568,0,0,1.17,0,0,58.407,0,0,68.903,0,0
Towner,Cando,48.48294,-99.23359,1482,2001,9,70.088,0,0,43.558,0,0,56.823,0,0,60.928,0,0,58.398,0,0,7.682,0,0,19.631,0,0,329.275,0,0,0.169,0,0,5.07,0,0,0.23,0,0,45.984,0,0,55.904,0,0
Towner,Cando,48.48294,-99.23359,1482,2001,10,50.903,0,6,29.027,0,8,39.965,0,8,43.322,0,11,44.496,0,12,9.374,0,8,23.444,0,6,224.292,0,8,0.095,0,0,2.958,0,0,0.401,0,16,29.744,0,11,34.067,0,11
Towner,Cando,48.48294,-99.23359,1482,2001,11,44.764,0,0,24.953,0,0,34.859,0,0,36.474,0,0,36.438,0,0,9.144,0,0,20.634,0,0,144.389,0,0,0.051,0,0,1.519,0,0,,30,0,26.923,0,0,26.284,0,0
Towner,Cando,48.48294,-99.23359,1482,2001,12,23.355,0,0,4.048,0,0,13.701,0,0,30.227,0,0,31.085,0,0,9.253,0,0,20.869,0,0,116.249,0,0,0.017,0,0,0.542,0,0,,31,0,11.049,0,0,2.799,0,0
Towner,Cando,48.48294,-99.23359,1482,2002,1,20.967,0,0,2.29,0,0,11.628,0,0,30.591,0,3,30.718,0,1,8.486,0,1,19.574,0,0,139.979,0,1,0.02,0,0,0.633,0,0,,31,0,7.71,0,1,0.539,0,1
Towner,Cando,48.48294,-99.23359,1482,2002,2,30.902,0,0,9.546,0,0,20.224,0,0,29.086,0,23,29.97,0,0,10.129,0,0,24.112,0,0,235.751,0,0,0.047,0,0,1.326,0,0,,28,0,14.478,0,0,9.036,0,0
Towner,Cando,48.48294,-99.23359,1482,2002,3,25.029,0,0,4.053,0,0,14.541,0,0,25.45,0,17,26.684,0,0,10.863,0,0,23.934,0,0,370.683,0,0,0.065,0,0,2.004,0,0,,31,0,7.308,0,0,2.265,0,0
Towner,Cando,48.48294,-99.23359,1482,2002,4,47.55,0,0,26.292,0,0,36.921,0,0,36.359,0,2,34.14,0,0,10.177,0,0,24.435,0,0,402.401,0,0,0.133,0,0,3.995,0,0,0.615,0,4,27.185,0,0,29.481,0,0
Towner,Cando,48.48294,-99.23359,1482,2002,5,61.133,0,0,33.254,0,0,47.194,0,0,48.821,0,0,44.98,0,0,12.039,0,0,28.824,0,0,565.182,0,0,0.268,0,0,8.317,0,0,0.95,0,4,31.238,0,0,43.711,0,0
Towner,Cando,48.48294,-99.23359,1482,2002,6,75.31,0,0,53.561,0,0,64.435,0,0,65.919,0,0,61.847,0,0,10.017,0,0,26.908,0,0,525.373,0,0,0.264,0,0,7.925,0,0,4.78,0,0,52.546,0,0,64.93,0,0
Towner,Cando,48.48294,-99.23359,1482,2002,7,81.474,0,0,57.741,0,0,69.608,0,0,76.65,0,0,66.337,0,0,7.335,0,0,19.973,0,0,569.012,0,0,0.251,0,0,7.783,0,0,2.19,0,0,60.362,0,1,69.701,0,1
Towner,Cando,48.48294,-99.23359,1482,2002,8,75.298,0,0,52.936,0,0,64.117,0,0,67.851,0,0,64.953,0,0,7.073,0,0,21.898,0,0,455.287,0,0,0.179,0,0,5.547,0,0,5.27,0,0,56.821,0,0,63.717,0,0
Towner,Cando,48.48294,-99.23359,1482,2002,9,69.088,0,0,44.677,0,0,56.883,0,0,60.146,0,0,58.559,0,0,7.303,0,0,20.086,0,0,357.542,0,0,0.152,0,0,4.564,0,0,1.87,0,0,47.666,0,0,55.481,0,0
Towner,Cando,48.48294,-99.23359,1482,2002,10,40.9,0,0,22.601,0,0,31.751,0,0,39.32,0,0,39.48,0,0,7.492,0,0,19.411,0,0,205.492,0,0,0.061,0,0,1.885,0,0,0.15,0,1,25.799,0,0,26.294,0,0
Towner,Cando,48.48294,-99.23359,1482,2002,11,34.371,0,0,15.954,0,0,25.162,0,0,30.912,0,2,31.61,0,2,8.49,0,2,21.973,0,0,132.366,0,2,0.035,0,0,1.045,0,0,,30,0,20.256,0,2,17.051,0,2
Towner,Cando,48.48294,-99.23359,1482,2002,12,25.873,0,0,7.76,0,0,16.817,0,0,28.176,0,2,28.676,0,2,9.304,0,2,20.463,0,0,108.642,0,1,0.021,0,0,0.636,0,0,,31,0,12.779,0,2,6.645,0,2
Towner,Cando,48.48294,-99.23359,1482,2003,1,15.557,0,0,-4.515,0,0,5.521,0,0,24.565,0,0,26.606,0,0,9.534,0,0,22.534,0,0,136.633,0,0,0.021,0,0,0.659,0,0,,31,0,0.886,0,0,-7.396,0,0
Towner,Cando,48.48294,-99.23359,1482,2003,2,12.989,0,0,-10.946,0,0,1.022,0,0,22.425,0,0,24.454,0,0,9.056,0,1,19.86,0,1,249.226,0,0,0.024,0,0,0.685,0,0,,28,0,-3.559,0,0,-12.158,0,1
Towner,Cando,48.48294,-99.23359,1482,2003,3,29.008,0,0,8.1,0,0,18.554,0,0,26.373,0,0,27.206,0,0,9.672,0,2,22.592,0,2,340.316,0,0,0.055,0,0,1.697,0,0,,31,0,13.835,0,0,7.936,0,2
Towner,Cando,48.48294,-99.23359,1482,2003,4,53.576,0,0,31.552,0,0,42.564,0,0,40.205,0,0,36.753,0,0,10.546,0,0,23.969,0,0,465.243,0,0,0.173,0,0,5.2,0,0,1.114,0,6,31.952,0,0,36.716,0,0
Towner,Cando,48.48294,-99.23359,1482,2003,5,64.535,0,0,41.796,0,0,53.166,0,0,53.056,0,0,48.998,0,0,10.212,0,0,25.795,0,0,464.73,0,0,0.212,0,0,6.557,0,0,2.7,0,0,41.752,0,0,51.933,0,0
Towner,Cando,48.48294,-99.23359,1482,2003,6,73.886,0,0,51.778,0,0,62.832,0,0,66.466,0,0,59.958,0,0,8.493,0,0,22.487,0,0,533.158,0,0,0.228,0,0,6.838,0,0,3.39,0,0,53.245,0,0,63.01,0,0
Towner,Cando,48.48294,-99.23359,1482,2003,7,78.461,0,0,55.601,0,0,67.031,0,0,73.244,0,0,64.261,0,0,6.761,0,0,20.183,0,0,556.402,0,0,0.224,0,0,6.938,0,0,1.86,0,0,59.547,0,0,67.359,0,0
Towner,Cando,48.48294,-99.23359,1482,2003,8,83.017,0,0,55.814,0,0,69.415,0,0,73.026,0,0,67.436,0,0,7.12,0,0,20.094,0,0,478.12,0,0,0.237,0,0,7.347,0,0,1.09,0,0,58.401,0,0,69.117,0,0
Towner,Cando,48.48294,-99.23359,1482,2003,9,67.375,0,0,42.649,0,0,55.012,0,0,59.003,0,0,57.579,0,0,8.776,0,0,22.822,0,0,324.239,0,0,0.162,0,0,4.87,0,0,2.28,0,0,45.162,0,0,53.588,0,0
Towner,Cando,48.48294,-99.23359,1482,2003,10,59.301,0,0,31.567,0,0,45.435,0,0,48.201,0,0,47.866,0,0,8.508,0,0,23.228,0,0,232.586,0,1,0.127,0,0,3.929,0,0,0.27,3,0,32.824,0,0,41.183,0,0
Towner,Cando,48.48294,-99.23359,1482,2003,11,25.53,0,0,6.072,0,0,15.801,0,0,31.668,0,0,31.218,0,0,9.044,0,0,21.125,0,0,154.31,0,0,0.021,0,0,0.635,0,0,,30,0,13.18,0,0,6.036,0,0
Towner,Cando,48.48294,-99.23359,1482,2003,12,24.658,0,0,4.612,0,0,14.636,0,0,31.345,0,0,29.894,0,0,9.057,0,0,20.579,0,0,104.893,0,0,0.016,0,0,0.501,0,0,,31,0,13.1,0,0,5.64,0,0
Towner,Cando,48.48294,-99.23359,1482,2004,1,7.237,0,0,-12.475,0,0,-2.619,0,0,29.539,0,0,26.17,0,0,9.369,0,0,21.193,0,0,128.865,0,0,0.015,0,0,0.466,0,0,,31,0,-6.895,0,0,-17.975,0,0
Towner,Cando,48.48294,-99.23359,1482,2004,2,20.543,0,0,-0.321,0,0,10.111,0,0,28.288,0,0,26.499,0,0,10.171,0,0,21.534,0,0,225.097,0,0,0.027,0,0,0.769,0,0,,29,0,8.63,0,0,-0.14,0,0
Towner,Cando,48.48294,-99.23359,1482,2004,3,32.944,0,0,12.984,0,0,22.964,0,0,31.294,0,0,30.888,0,0,11.289,0,0,25.274,0,0,359.081,0,0,0.057,0,0,1.782,0,0,,31,0,21.079,0,0,13.865,0,0
Towner,Cando,48.48294,-99.23359,1482,2004,4,51.435,0,0,30.231,0,0,40.833,0,0,40.879,0,0,39.14,0,0,10.368,0,0,26.167,0,0,430.589,0,0,0.165,0,0,4.964,0,0,0.83,0,0,30.301,0,0,34.515,0,0
Towner,Cando,48.48294,-99.23359,1482,2004,5,58.711,0,0,37.918,0,0,48.315,0,0,51.063,0,0,49.121,0,0,11.043,0,1,26.211,0,1,444.476,0,0,0.193,0,0,5.978,0,0,5.438,0,1,36.065,0,1,45.204,1,1
Towner,Cando,48.48294,-99.23359,1482,2004,6,68.745,0,0,48.221,0,0,58.483,0,0,63.654,0,0,59.888,0,0,9.441,0,0,24.495,0,0,517.285,0,0,0.222,0,0,6.653,0,0,1.31,0,0,48.255,0,0,58.225,0,0
Towner,Cando,48.48294,-99.23359,1482,2004,7,76.282,0,0,53.639,0,0,64.96,0,0,73.023,0,0,64.695,0,0,6.591,0,0,18.961,0,0,492.037,0,0,0.205,0,0,6.367,0,0,1.57,0,0,56.965,0,0,65.505,0,0
Towner,Cando,48.48294,-99.23359,1482,2004,8,69.967,0,0,46.887,0,0,58.427,0,0,63.789,0,0,61.435,0,0,7.202,0,0,20.464,0,0,367.709,0,0,0.154,0,0,4.784,0,0,1.58,0,0,50.997,0,0,58.587,0,0
Towner,Cando,48.48294,-99.23359,1482,2004,9,69.918,0,0,45.967,0,0,57.942,0,0,59.953,0,0,57.922,0,0,7.589,0,0,19.583,0,0,272.571,0,0,0.13,0,0,3.914,0,0,1.82,0,0,50.112,0,0,56.979,0,0
Towner,Cando,48.48294,-99.23359,1482,2004,10,52.785,0,0,32.164,0,0,42.475,0,0,46.065,0,0,45.337,0,0,9.919,0,0,24.188,0,0,174.658,0,0,0.095,0,0,2.957,0,0,0.87,0,0,34.616,0,0,37.716,0,0
Towner,Cando,48.48294,-99.23359,1482,2004,11,43.248,0,0,17.913,0,0,30.581,0,0,34.044,0,0,33.836,0,0,8.082,0,0,20.348,0,0,147.69,0,0,0.064,0,0,1.912,0,0,,30,0,21.532,0,0,23.036,0,0
Towner,Cando,48.48294,-99.23359,1482,2004,12,22.96,0,0,4.475,0,0,13.718,0,0,27.592,0,0,26.064,0,0,9.937,0,2,22.235,0,2,75.244,0,0,0.024,0,0,0.755,0,0,,31,0,10.018,0,0,2.215,0,2
Towner,Cando,48.48294,-99.23359,1482,2005,1,10.332,0,0,-10.913,0,0,-0.29,0,0,25.357,0,0,22.119,0,0,9.698,0,0,22.164,0,0,130.38,0,0,0.019,0,0,0.597,0,0,,31,0,-4.302,0,0,-14.185,0,0
Towner,Cando,48.48294,-99.23359,1482,2005,2,22.761,0,0,0.087,0,0,11.424,0,0,28.611,0,0,25.328,0,0,7.93,0,0,19.233,0,0,222.62,0,0,0.03,0,0,0.849,0,0,,28,0,7.461,0,0,1.297,0,0
Towner,Cando,48.48294,-99.23359,1482,2005,3,33.492,0,0,13.538,0,0,23.516,0,0,31.078,0,0,29.148,0,0,9.493,0,0,22.072,0,0,313.946,0,0,0.064,0,0,1.976,0,0,,31,0,17.937,0,0,13.624,0,0
Towner,Cando,48.48294,-99.23359,1482,2005,4,57.636,0,0,33.281,0,0,45.459,0,0,44.046,0,0,42.193,0,0,11.789,0,0,27.267,0,0,420.609,0,0,0.196,0,0,5.869,0,0,0.74,0,1,32.226,0,0,40.37,0,0
Towner,Cando,48.48294,-99.23359,1482,2005,5,62.221,0,0,40.207,0,0,51.214,0,0,53.785,0,0,51.152,0,0,11.596,0,0,27.541,0,0,412.979,0,0,0.196,0,0,6.086,0,0,1.74,0,0,39.14,0,0,48.432,0,0
Towner,Cando,48.48294,-99.23359,1482,2005,6,74.049,0,0,54.862,0,0,64.456,0,0,66.933,0,0,64.505,0,0,10.094,0,0,25.618,0,0,439.992,0,0,0.196,0,0,5.881,0,0,6.21,0,0,57.472,0,0,64.396,0,0
Towner,Cando,48.48294,-99.23359,1482,2005,7,78.448,0,0,57.143,0,0,67.795,0,0,72.55,0,0,70.799,0,0,7.905,0,0,23.112,0,0,537.343,0,0,0.223,0,0,6.928,0,0,3.8,0,0,61.011,0,0,68.339,0,0
Towner,Cando,48.48294,-99.23359,1482,2005,8,76.249,0,1,51.626,0,1,63.938,0,1,70.509,0,1,66.985,1,1,7.706,0,1,22.158,0,1,464.591,0,1,0.202,0,0,6.264,0,0,3.924,0,1,54.919,1,1,63.758,1,1
Towner,Cando,48.48294,-99.23359,1482,2005,9,71.301,0,0,44.49,0,0,57.896,0,0,62.859,0,0,58.18,0,0,7.529,0,0,21.71,0,0,352.691,0,0,0.165,0,0,4.963,0,0,0.41,0,0,47.31,0,0,56.937,0,0
Towner,Cando,48.48294,-99.23359,1482,2005,10,54.574,0,0,33.316,0,0,43.945,0,0,46.253,0,0,44.044,0,0,8.777,0,1,21.478,0,1,210.015,0,0,0.079,0,0,2.437,0,0,1.51,0,0,37.269,0,0,39.34,0,1
Towner,Cando,48.48294,-99.23359,1482,2005,11,35.233,0,0,20.657,0,0,27.945,0,0,35.832,0,0,34.045,0,0,10.425,0,0,24.578,0,0,112.92,0,0,0.03,0,0,0.903,0,0,,30,0,24.198,0,0,18.889,0,0
Towner,Cando,48.48294,-99.23359,1482,2005,12,22.547,0,0,9.827,0,0,16.187,0,0,31.387,0,0,29.256,0,0,8.705,0,0,19.666,0,0,86.427,0,0,0.011,0,0,0.334,0,0,,31,0,13.995,0,0,6.121,0,0
Towner,Cando,48.48294,-99.23359,1482,2006,1,28.966,0,0,16.066,0,0,22.516,0,0,32.163,0,0,30.292,0,0,9.386,0,1,20.796,0,1,109.981,0,0,0.016,0,0,0.493,0,0,,31,0,20.453,0,0,13.055,0,1
Towner,Cando,48.48294,-99.23359,1482,2006,2,17.724,0,0,-3.756,0,0,6.984,0,0,31.287,0,1,27.18,0,1,9.779,0,1,21.876,0,0,233.753,0,0,0.028,0,0,0.777,0,0,,28,0,3.494,0,1,-5.499,0,1
Towner,Cando,48.48294,-99.23359,1482,2006,3,29.675,0,0,15.957,0,0,22.816,0,0,31.36,0,0,29.123,0,0,10.008,0,0,22.003,0,0,311.746,0,0,0.048,0,0,1.496,0,0,,31,0,18.899,0,0,12.811,0,0
Towner,Cando,48.48294,-99.23359,1482,2006,4,59.028,0,0,36.456,0,0,47.742,0,0,47.385,0,0,43.594,0,0,9.667,0,0,24.292,0,0,418.837,0,0,0.154,0,0,4.614,0,0,1.3,0,0,39.645,0,0,43.839,0,0
Towner,Cando,48.48294,-99.23359,1482,2006,5,67.006,0,0,43.691,0,0,55.349,0,0,58.469,0,0,54.686,0,0,10.398,0,0,26.108,0,0,468.367,0,0,0.215,0,0,6.678,0,0,1.84,0,0,44.942,0,0,53.09,0,0
Towner,Cando,48.48294,-99.23359,1482,2006,6,77.13,0,0,53.343,0,0,65.236,0,0,71.512,0,0,66.114,0,0,8.909,0,0,23.527,0,0,535.518,0,0,0.256,0,0,7.693,0,0,1.43,0,0,54.262,0,0,65.38,0,0
Towner,Cando,48.48294,-99.23359,1482,2006,7,84.977,0,0,56.191,0,0,70.584,0,0,77.298,0,0,71.738,0,1,7.16,0,0,21.424,0,0,583.1,0,0,0.29,0,0,8.988,0,0,0.72,0,0,58.452,0,1,71.54,0,1
Towner,Cando,48.48294,-99.23359,1482,2006,8,80.367,0,0,53.365,0,0,66.866,0,0,69.826,0,0,66.197,0,0,6.863,0,0,21.019,0,0,441.898,0,0,0.219,0,0,6.799,0,0,2.7,0,0,55.461,0,0,66.763,0,0
Towner,Cando,48.48294,-99.23359,1482,2006,9,68.127,0,0,41.459,0,0,54.793,0,0,58.482,0,0,55.327,0,0,8.144,0,0,21.626,0,0,325.292,0,0,0.162,0,0,4.862,0,0,0.96,0,0,43.766,0,0,53.566,0,0
Towner,Cando,48.48294,-99.23359,1482,2006,10,48.535,0,0,27.22,0,0,37.878,0,0,41.16,0,0,40.509,0,0,9.932,0,0,24.234,0,0,197.614,0,0,0.098,0,0,3.041,0,0,0.29,0,0,27.467,0,0,31.25,0,0
Towner,Cando,48.48294,-99.23359,1482,2006,11,35.015,0,0,14.265,0,0,24.64,0,0,30.905,0,0,30.451,0,0,9.379,0,0,22.175,0,0,118.404,0,0,0.051,0,0,1.531,0,0,,30,0,17.223,0,0,15.599,0,0
Towner,Cando,48.48294,-99.23359,1482,2006,12,27.095,0,0,8.7,0,0,17.898,0,0,28.292,0,0,24.324,0,0,9.351,0,2,22.844,0,2,98.621,0,0,0.026,0,0,0.804,0,0,,31,0,12.736,0,0,7.372,0,2
Towner,Cando,48.48294,-99.23359,1482,2007,1,18.956,0,0,-4.776,0,0,7.09,0,0,27.535,0,0,18.927,0,0,9.13,0,0,22.118,0,0,138.369,0,0,0.027,0,0,0.825,0,0,,31,0,2.48,0,0,-4.43,0,0
Towner,Cando,48.48294,-99.23359,1482,2007,2,11.686,0,0,-9.607,0,0,1.04,0,0,23.856,0,0,15.733,0,0,8.915,0,5,19.643,0,4,220.592,0,0,0.025,0,0,0.704,0,0,,28,0,-4.538,0,0,-11.433,0,5
Towner,Cando,48.48294,-99.23359,1482,2007,3,35.304,0,0,15.725,0,0,25.515,0,0,30.884,0,0,29.51,0,0,10.505,0,2,22.94,0,2,305.511,0,0,0.06,0,0,1.857,0,0,,31,0,21.201,0,0,16.087,1,1
Towner,Cando,48.48294,-99.23359,1482,2007,4,53.463,0,0,27.653,0,0,40.558,0,0,40.216,0,0,38.454,0,0,9.944,0,0,24.853,0,0,465.349,0,15,0.19,0,0,5.713,0,0,0.18,0,9,25.956,0,0,35.24,0,0
Towner,Cando,48.48294,-99.23359,1482,2007,5,66.163,0,0,43.203,0,0,54.683,0,0,55.031,0,0,52.703,0,0,12.03,0,0,28.894,0,0,416.999,0,0,0.215,0,0,6.655,0,0,6.27,0,0,43.548,0,0,53.082,0,0
Towner,Cando,48.48294,-99.23359,1482,2007,6,75.616,0,0,54.112,0,0,64.864,0,0,68.817,0,0,65.511,0,0,9.373,0,0,24.238,0,0,533.831,0,0,0.237,0,0,7.113,0,0,2.73,0,0,56.194,0,0,65.113,0,0
Towner,Cando,48.48294,-99.23359,1482,2007,7,82.606,0,0,58.002,0,0,70.304,0,0,77.261,0,0,69.824,0,0,7.014,0,0,21.065,0,0,587.349,0,0,0.254,0,0,7.878,0,0,4.49,0,0,61.948,0,0,70.785,0,0
Towner,Cando,48.48294,-99.23359,1482,2007,8,75.512,0,0,50.646,0,0,63.079,0,0,68.143,0,0,63.155,0,0,7.453,0,0,21.182,0,0,403.231,0,0,0.187,0,0,5.797,0,0,0.68,0,0,54.162,0,0,62.848,0,0
Towner,Cando,48.48294,-99.23359,1482,2007,9,69.846,0,0,41.822,0,0,55.834,0,0,60.037,0,0,57.786,0,0,8.738,0,0,23.181,0,0,329.657,0,0,0.179,0,0,5.368,0,0,0.44,0,0,44.737,0,0,54.578,0,0
Towner,Cando,48.48294,-99.23359,1482,2007,10,55.883,0,0,31.836,0,0,43.86,0,0,46.311,0,0,45.657,0,0,9.047,0,0,22.962,0,0,184.258,0,0,0.105,0,0,3.26,0,0,0.29,0,0,33.874,0,0,39.909,0,0
Towner,Cando,48.48294,-99.23359,1482,2007,11,34.789,0,0,15.386,0,0,25.088,0,0,32.366,0,0,32.277,0,0,11.086,0,0,25.63,0,0,120.668,0,0,0.066,0,0,1.97,0,0,,30,0,16.499,0,0,15.878,0,0
Towner,Cando,48.48294,-99.23359,1482,2007,12,15.637,0,0,-2.899,0,0,6.369,0,0,26.591,0,0,21.366,0,0,8.533,0,0,19.585,0,0,109.28,0,0,0.015,0,0,0.454,0,0,,31,0,3.297,0,0,-5.658,0,0
Towner,Cando,48.48294,-99.23359,1482,2008,1,13.789,0,0,-8.337,0,0,2.726,0,0,24.583,0,0,19.323,0,0,8.569,0,0,20.579,0,0,150.248,0,0,0.018,0,0,0.562,0,0,,31,0,-1.725,0,0,-10.25,0,0
Towner,Cando,48.48294,-99.23359,1482,2008,2,13.774,0,0,-8.558,0,0,2.608,0,0,22.855,0,0,18.465,0,0,9.715,0,0,21.609,0,0,237.624,0,0,0.027,0,0,0.784,0,0,,29,0,-1.387,0,0,-10.871,0,0
Towner,Cando,48.48294,-99.23359,1482,2008,3,30.3,0,0,11.253,0,0,20.777,0,0,29.187,0,0,27.626,0,0,10.318,0,0,23.506,0,0,344.732,0,0,0.059,0,0,1.841,0,0,,31,0,16.56,0,0,10.337,0,0
Towner,Cando,48.48294,-99.23359,1482,2008,4,51.221,0,0,26.543,0,0,38.882,0,0,40.309,0,0,36.33,0,0,10.647,0,0,25.832,0,0,467.391,0,0,0.183,0,0,5.475,0,0,0.83,0,0,25.029,0,0,31.991,0,0
